date,yield_ust,interest_rate,inflation_rate,gdp_growth,unemployment_rate,trade_balance,consumer_confidence,housing_starts,retail_sales,foreign_reserves,equity_index
2023-01-27,1.7436113772917645,1.6800511181510853,1.8437687243737773,3.3214547806743115,4.885805818083869,-8.772506591028437,88.72409048791236,1431.4011548795536,516.7710660240185,305.8496837588459,2187.3576393897138
2023-01-28,1.762396278209048,1.6238946352939436,1.9480399718464976,2.5480397909428802,5.0059905256796435,-11.275935857571419,124.48586988174057,1345.4982787215679,475.5611477543297,292.7519513262384,1910.6580914160713
2023-01-29,1.7323643437131078,1.5209659415274626,2.3197076224192683,2.4103332325570483,4.837487874111748,-18.523109790885577,85.9638378892819,1647.9518581394539,583.6871876991712,295.36244049877536,1991.7161621575399
2023-01-30,1.717779656223444,1.4508363814367953,2.1604256917236238,2.8238654188139556,5.008291185317204,-10.41566762860747,109.4926317428231,1797.0433168294235,573.315590145893,280.7997895562434,1955.0133699289831
2023-01-31,1.687694325611974,1.580712259663731,2.1724447023773954,2.5098231122822137,4.958508372187968,-5.882884077188443,104.31283816886298,1723.5264883207915,531.6533273748614,316.92090017778816,1957.9760925135022
2023-02-01,1.7803082348374208,1.402645380029553,1.7167545888414708,2.8725505957423083,5.150195296518859,-5.271832862161851,88.25857627518886,1600.3704098719782,441.0501913521552,265.1701668677181,2118.5908255429863
2023-02-02,1.7796333736005243,1.547635776935622,1.7697692526894262,3.150749908838787,5.141135686174563,-7.478174671407951,98.756990611215,1717.3726979443672,466.38905637237974,319.42176676764404,1868.803845463388
2023-02-03,1.7267478271527292,1.5505470159166628,1.4321842681029144,2.732775340934321,5.078534560301028,-12.706495474811199,99.21247113755359,1156.7004845712268,562.783876287055,271.92603230509513,2046.6469690936306
2023-02-04,1.7678750727578887,1.606020990749888,1.838123835783449,2.5719520269655973,4.967338621933878,-19.884107844737954,113.05582715810523,1395.6338917023704,471.8466900102449,319.25214548153303,2072.8238107305865
2023-02-05,1.7068328902593377,1.7759660038911078,2.191340637277132,3.0208011485146042,5.19853803952603,-12.476075490023675,92.86689099719788,1317.765987995031,556.1070866959762,292.9236494757564,1985.784882639818
2023-02-06,1.7172760700095755,1.5392415967178767,2.103389303149674,3.2587630453845513,4.844696472216018,-11.521724355269757,97.38054993575646,1744.927746243035,523.730196151738,275.3626262373384,2089.306782698677
2023-02-07,1.6192925638155866,1.44910363742925,1.9556973474095751,2.491507968445016,4.859644137043634,-11.564644835950071,76.63930394978738,1423.3043962152226,502.58589424065934,311.58597290159275,2014.765184053745
2023-02-08,1.5528832613706651,1.4974425687808006,1.9955399432563894,3.2460697194917953,4.991621690011094,-6.907218215110378,117.34762793123576,1669.081311356411,464.85835935322797,318.5753507015155,2121.712992115611
2023-02-09,1.5627263231641213,1.323092409511088,1.8622228914849188,3.245191861121498,5.225403810892112,-0.07161794492580142,89.2953175697993,1607.1713884977275,495.2878078237624,291.2384270379293,1847.7794695074147
2023-02-10,1.5996496521638917,1.4305286868910942,2.0409517764803566,3.2862255306469885,4.979766109312991,-9.382353990794535,103.26910864239174,1327.5386127672639,509.4823977437449,314.4122109735787,1965.122473899313
2023-02-11,1.6082180662233903,1.4590717561886897,2.153175655896123,3.365544064461506,4.981675475679072,-11.083658945782307,98.98592170278135,1382.6083580047432,551.6269449150561,254.298310106613,1992.8186857148964
2023-02-12,1.6024356521039782,1.4475911602065408,1.6768226425179054,3.660604177397885,4.855808964388819,-11.296109065020463,99.0199903321666,1758.7635381629452,455.7132199683123,273.588074205068,1732.7792615528651
2023-02-13,1.5873804673245138,1.5152354872033722,2.0599295375674695,2.8931723854142835,5.094592958527038,-9.37807616546143,108.09861984870875,1344.9034702631172,486.85915787369424,325.8481786093746,1891.4047266421464
2023-02-14,1.5134543678061425,1.4177580067617799,2.1864869741909336,3.0328714740233575,5.095317625432935,-14.141468801741995,116.71262460303635,1524.9735220390958,502.24115659661425,295.52661451604166,1918.6400745641213
2023-02-15,1.477462157386407,1.6121030667324472,1.9169799422073261,2.8750684700255924,5.078907520139991,-9.399007206269724,102.51493669941992,1343.491742734711,533.1339178843082,262.75573347102306,2094.820599482335
2023-02-16,1.4544302188384177,1.5000207064918196,2.1401401224241168,3.0005930534267433,4.937077932715264,-7.745938318341,106.55078017630525,1437.209562616828,454.57678312386116,286.02267639116013,1929.31566536854
2023-02-17,1.5072863301493635,1.4990699678861386,2.5629308888945106,3.4598620066908934,4.929329323162699,-8.951569682127559,103.2889153672704,1490.7676112060055,434.17151035563927,281.5319905494984,1918.1921012694022
2023-02-18,1.5244672446277865,1.4672105283487082,1.9791314414026215,2.5964956548207994,4.870687774959503,-7.712290329976094,110.17531423930626,1343.4266979405018,533.6982575855025,296.6807653705415,2081.7485780656193
2023-02-19,1.43631523685965,1.515519068385898,2.0786614100010645,2.7416850983503274,5.008387250176093,-7.831261953257323,95.37083620513673,1307.9106092032237,424.10254425266487,292.58498032384705,1838.2089354209945
2023-02-20,1.4525194353293895,1.5825098264667634,1.8523885832677216,3.4131542809513684,4.89195926707215,-18.85948341123222,110.75390554416414,1557.2546673554884,564.2489857381084,303.57863457876323,1792.8755932556428
2023-02-21,1.433265321308574,1.41328697842891,2.03625023252041,3.306010952070627,4.882258349475071,-6.815649208022984,111.10499865647384,1331.0525182417648,492.2036951258546,298.6106789677485,1963.8407699930654
2023-02-22,1.399419221293276,1.4341883510924744,2.092054324996461,2.8910605059548766,4.957630928308933,-13.355074228312269,110.8253700868291,1337.8684888602654,422.6234458862777,327.1947851007404,1855.2293231921644
2023-02-23,1.4300030357353193,1.4696273971223335,2.0389684680540276,3.256320600336216,4.951084382481579,-15.47919581501979,93.39852132663523,1312.1893712596059,475.9789890298253,308.49097199439336,1859.032070534035
2023-02-24,1.4815530118601168,1.3654129076526784,1.7960609360582287,3.10236475274761,4.946202147117805,-15.522259139274981,98.31662365762809,1484.4183907337363,518.9561816534618,309.15343222387173,2057.343379168798
2023-02-25,1.5281170178159267,1.4180742140278502,2.0412723542650903,3.4500823827002964,5.0466444596840265,-7.832291947637353,102.39466988780435,1688.7403268799683,473.3649456222511,323.30314247789045,2087.597383791258
2023-02-26,1.4861561416547948,1.452377912645534,2.2924391877435273,3.0223528781480318,5.007904780215028,-11.112874636124264,86.29157955170994,1801.3057272624533,501.00148744121736,292.22462499140835,2078.8864215852127
2023-02-27,1.470695522862234,1.5874389180712727,2.0897271529029053,3.3076896341617745,4.971184396948888,-18.409843919927056,115.94920208086015,1354.8163828012443,537.0039182852644,274.7624511328303,2110.8776660307235
2023-02-28,1.4872586944324122,1.5262561329001925,2.192397437814368,3.792603573147786,5.018301292831148,-7.609810924038583,99.87723466497825,1930.0621586662423,489.890483230619,324.139406492645,2124.1134320014803
2023-03-01,1.5360359507885302,1.5193589911367544,1.9525976059974743,3.17942974651424,4.900847295889537,-17.198040653994138,102.83927887604722,1299.0590278586408,453.1471161766933,302.71683496216224,1787.1409791173069
2023-03-02,1.5120772388962656,1.5850897962167971,2.149980047884742,3.014798449738453,5.010527862390968,-9.300893207408945,94.22995560272797,1716.709704665574,485.0508001314079,302.7870241579786,2045.0411959929468
2023-03-03,1.5027942900630749,1.4862628211600604,2.055853567643305,3.2167340955662937,5.015060249284463,-8.80750537163473,86.73122440632977,1355.6607091969115,570.742006822963,287.3334015693953,1947.039180043044
2023-03-04,1.4474775413627734,1.5390464849928889,1.8098178540625536,2.8904157425388344,4.849695314064252,-5.572114591524776,93.9597011452523,1325.815346025998,584.2532172666592,287.66289333792844,1925.2575754009563
2023-03-05,1.3876672101587397,1.4896778247067504,2.063704200959775,3.7163903116574195,5.099569375437036,-1.091576067665743,102.19204187633588,1351.0487686431222,399.00369130288624,316.93444677541686,2056.0414632208704
2023-03-06,1.42829350127845,1.526536234939963,1.801660667311938,3.0540213113087944,4.911856629477301,-16.82338162950271,106.73428812753693,1489.5104600701761,554.5513954595739,319.6931159627522,1826.9704520104249
2023-03-07,1.496105502706991,1.4417241342388418,1.8734239450230417,2.918120003932346,5.009030979920643,-10.262369280315248,101.61791540602721,1615.994434206722,512.5073858017678,315.6764681149332,1824.889139412768
2023-03-08,1.4925049966279742,1.256118284172357,2.0378656614584747,2.7492932984939893,5.116441174053527,-11.381676475221086,103.4672401624195,1633.9736075809644,546.1991339560075,315.8592321089095,2063.3572744081716
2023-03-09,1.5426816415225755,1.4865720837813696,2.059448854676025,3.3291660574819315,5.092567675771387,-7.831251570195189,96.62973625318624,1311.2029969304224,472.4755869866185,311.38059074519515,2048.77860175109
2023-03-10,1.5607634427749573,1.642274813609994,1.7621535069845742,3.2601562238483215,5.003433338856883,-8.921656145331907,104.96248566245428,1302.0681424977463,411.5868245249257,302.63045460156314,2013.673265587151
2023-03-11,1.5285074550447009,1.5926215402241592,2.2107971542365754,2.850793688575772,4.963750099711793,-11.7627312136831,114.82832866385907,1316.6722613272905,529.2244394323731,296.4924063135804,1912.0086595276864
2023-03-12,1.5465772353201217,1.596539748459117,2.1144012556600944,3.172935403536727,5.094751190857557,-12.204510943054277,107.04789442438987,1477.7291195228977,452.95113693586416,324.2064769988311,2074.3829634582125
2023-03-13,1.62347906364342,1.6236130721806217,1.8590543128778232,2.547433209536143,5.067469497780862,-15.582254275920238,108.0954188825294,1457.968879161825,430.58537842575737,292.52558259019133,2068.0302892060477
2023-03-14,1.6216877616879226,1.5088657590961438,1.692483040710165,3.055491172521947,4.938163497995587,-5.060692087967454,102.9401639930663,1309.964907586041,434.07993087632667,307.39958427761496,2008.5304515047453
2023-03-15,1.6999199444786228,1.5197315707405596,1.9710190841837136,3.1358269056230084,4.920510635299831,-7.703979092002354,84.96844930400398,1553.9207388126488,530.0456891207667,283.9197400409151,1882.2678958730228
2023-03-16,1.5689326892741355,1.438234810456565,1.910811257227768,3.5121989428677667,4.7927644818304005,-5.4111590110243135,89.55333469368756,1952.5137616670636,506.97262330145986,286.814019262991,1957.4751654270494
2023-03-17,1.6100278144928968,1.468392714397295,2.0226280914106045,2.768754359181393,5.015403184168359,-11.551980682377568,104.54875800663844,1399.0569076329698,539.1233010937337,295.27690864285546,2083.783367752444
2023-03-18,1.6143801679048053,1.5615771149771143,1.9273766677688866,2.616494211359303,4.99173022549816,-13.284177343472152,99.89060948039914,1413.2976357592934,533.4537627248183,283.92123246545674,2132.7191222801785
2023-03-19,1.599429800381512,1.6203884437168816,1.5985086278509981,2.7313716117224875,5.113619137464254,-15.39157533314614,104.39842886472827,1611.9323140648737,478.9533217708117,315.957036509566,1967.3463396623672
2023-03-20,1.604017839208287,1.4860553724319001,1.9223306123397683,2.599029449905524,5.035905509348036,-8.205412081296702,116.76423417844073,1388.236741652641,496.4763213061272,273.0393149690994,1975.0327032191738
2023-03-21,1.5046393934782425,1.4549810735148587,1.9388761777863375,3.400997207327695,5.133422919417269,-15.198966122641174,107.26035999229333,1633.7928963436366,474.428123560873,301.98459246762144,1983.8310891974938
2023-03-22,1.4936557990863668,1.5000527958856598,2.126732204954812,3.464591788507211,4.9302635772083825,-0.7566846551672484,112.58886205742822,1356.291458644192,489.4836113567255,302.65016193684363,2027.4893008910972
2023-03-23,1.5115114276619541,1.5601206748929115,1.86036006507779,3.0960649733846486,5.1138150330967616,-16.5382129054672,100.9468138947073,1866.4239215154603,451.6372631009467,263.7840084336064,1941.8932699939976
2023-03-24,1.58540612989903,1.3556145183866457,2.3357349346745133,3.366388483705544,4.947108362089534,-8.63169940393749,91.9278432251556,1568.954994518459,519.5242146937168,291.17952358952783,1710.5814942428417
2023-03-25,1.5594926189853475,1.270381904686276,1.6176718898696485,3.0401875141740704,5.077759606179227,-2.165726463931069,99.4213384078566,1375.9954101846577,553.7560374490878,305.11399076096285,2119.27690016471
2023-03-26,1.5190679388406882,1.4449463150508417,2.2622334995605247,2.97146650568977,4.854124160746931,-7.004551203680955,91.95248186280863,1382.2616601061452,459.1693485089507,308.5745598658814,2179.468894716255
2023-03-27,1.4939800866614612,1.3779287574085841,1.955136205824379,2.9000887142838714,5.0235135299366185,-9.121631437541103,115.58294956772448,1397.240049458393,564.0634822700671,295.91385582799666,1938.7600140394288
2023-03-28,1.539750192546565,1.449185980235269,2.1719169744687115,2.9068827025867305,4.801531205855409,-14.842418234809479,107.9039107653547,1774.5499332497748,505.67607482389707,313.5377640896143,1893.3346631081226
2023-03-29,1.5561877480295492,1.4852219681182528,2.0159602968117465,2.5356595331072906,4.973286251405825,-16.908845942838518,105.2051249662828,1246.2497984797433,512.0539488202907,297.8136748552792,1986.2899477609778
2023-03-30,1.5296997378411974,1.4546751590976987,2.227911107205094,3.079276429082202,5.044035399387791,-6.149749455412071,112.35943202228103,1366.4116659080992,415.0285240196241,300.27305824150113,1981.2496116271227
2023-03-31,1.5553631094968652,1.6452467534470745,1.9225276070894377,2.987899826935787,4.94790314487689,-2.469263796125267,79.79943585476775,1387.6678886149148,409.6368845217133,305.0330773797311,2099.551857716296
2023-04-01,1.560216986964267,1.532674476460232,1.7802759149644376,3.223608217223363,4.894956237124403,-12.194249952390857,105.8813795134266,1496.8624066486125,507.2058181389841,318.53999257468337,2005.4639441645038
2023-04-02,1.6086492364909115,1.530047435961083,2.2841008574542125,3.028057048931583,5.084611846929594,-15.695307538081755,86.89354215695627,1445.7780614706412,539.4866062316004,286.48563995168934,1920.7377169628817
2023-04-03,1.5735465817970438,1.5622207144043403,1.9773038708235717,2.9511888895292726,4.989653721015308,-22.290847152745094,99.92744301534339,1201.7544337219074,466.43097781775236,290.26356254963406,1868.159054944195
2023-04-04,1.5571634744671554,1.3861166882219231,2.044311694724842,2.7386420909977107,4.9510429352969325,-14.903824218312689,96.88292407532785,1420.0354632809065,583.5046950291545,286.6220701654157,2086.5634184819673
2023-04-05,1.5375580668105475,1.6039111787420268,2.246950382808959,3.0216459710465284,5.004189592115428,-10.5682842124952,106.61736612096948,1480.0898633630063,536.7467987127158,293.3560456771613,2059.951124116425
2023-04-06,1.4643823194039416,1.492423571346454,1.7936089515811129,3.2214711692448486,5.263666914194559,-2.004383795816329,102.28187288960956,1374.3804329840434,454.58293741460074,328.5246851615953,2106.0559878091817
2023-04-07,1.4791883332571705,1.5670480617241211,2.1190981795278514,2.656998302674842,5.115350284978154,-6.634331538835157,113.45117173611789,1637.355097809533,501.54243335267535,311.45450638659645,1903.1813249278907
2023-04-08,1.4922410968661648,1.3928142766959843,1.8820210487074218,3.0262421261042216,5.116257366818784,-8.474572976466234,93.98102839067387,1683.8816857507295,623.8464566861705,277.37820509662316,2183.843689952833
2023-04-09,1.4924967696982878,1.3446241233983935,1.9735661288711257,3.0699128854588453,5.043554631899236,-12.000598306505655,107.09114389633284,1484.3226600541213,437.87179986001473,287.9910606882265,1825.6305492942763
2023-04-10,1.4807674130295305,1.5817889658025028,2.014455793076858,2.7845805649145206,5.016648527257715,-12.915828586279781,101.62223216898832,1546.1083173701459,526.4134969457552,307.45534448552803,2070.960102140148
2023-04-11,1.40999887592701,1.5376409526097516,1.6999556277106127,2.8236431085276,4.760391771166958,-2.9717620124601822,83.64709729928447,1067.7888005301459,483.8627723638329,281.8698443813446,1809.0417232803097
2023-04-12,1.3889666097887419,1.409794844564249,1.844232591435913,3.0691832546298645,4.932101965353687,-8.996307296208052,90.81383541476967,1415.7794455676337,535.3448145459256,285.49319918370486,1920.9668618301532
2023-04-13,1.3718308839624034,1.4130336918725306,2.2702145784826278,2.659973694512213,4.951942558679753,-20.51300345960511,98.50121966477832,1700.9643383515825,563.363682315919,326.89919332348296,2156.1022930447957
2023-04-14,1.3317170205013225,1.612543478441477,2.177238237716959,3.104977114574818,4.812510793595247,-13.367698239486215,111.12292449891727,1415.3126833641445,480.68814556443164,287.73248743053625,2083.136425447599
2023-04-15,1.323652734918022,1.3810588107132673,1.987472084534553,2.73139368790224,4.8842584209784565,-14.291080158858133,104.63723057557115,1352.5476647216078,555.9456135853587,319.09333632058775,1945.3779584512818
2023-04-16,1.343855277758749,1.6642672953255964,2.0486246917025785,3.3188561079099648,4.801916352907736,-12.731320045887324,88.32499176119286,1955.537785206186,611.060169713598,325.10646379061876,1948.1162957178312
2023-04-17,1.4381645728192756,1.4099379265352132,1.9411514988727085,3.70134832361649,4.996167616430263,-7.185446698574574,98.59683771952841,1863.815438039161,503.31373686721173,285.3307581766207,2010.0622110835443
2023-04-18,1.4468934634608674,1.5638391925608384,2.2713166771655966,2.741772959489454,5.081876597084881,-10.537224408971246,120.1780644879303,1593.5149824964315,539.2444343747093,282.20074886885715,2051.4140990760725
2023-04-19,1.4597709829970058,1.4671381524251015,1.9599294844411672,3.1602623587124024,5.110677451862433,-10.38432703501831,101.11223334840858,1727.7821222960094,470.4779614898363,294.4773582703767,2125.15793826827
2023-04-20,1.4560486872086973,1.5603187431082344,2.0463684184269697,2.781977428535394,5.0414784462079245,-3.4326341933738167,96.72674424927604,1054.8129164083844,500.96296545156065,278.2274455865275,1954.3765995391504
2023-04-21,1.3601101264437452,1.4455885997885807,2.229206028828413,3.312286252139337,4.903660365880143,-13.482305448933442,104.91739640756221,1342.4897118742588,491.1662453645879,302.42067757005486,1838.8214936512798
2023-04-22,1.3587844326712843,1.4837207093927707,1.8445257030308186,2.6204224772744356,4.806793484148004,-0.6790023705632517,107.6339307958197,1406.0084253653697,539.8467962829297,295.8869617629323,2015.696862704876
2023-04-23,1.3617959431683357,1.5040919175395722,2.3117578368993787,3.1441760275283137,4.82431313005985,-13.35653795685543,95.43831652519941,1452.8039802266107,560.2337967878462,307.21160031772604,1954.2569162491604
2023-04-24,1.4849580487926,1.3997812544218526,1.6939077180513247,2.7381033099331944,4.87310174227455,-9.554009016937144,105.02574774371438,1402.0111958052075,494.517257544127,327.93886912465643,1869.9366295251552
2023-04-25,1.475340000553544,1.5740824345420126,2.3259284262225597,2.9379046232704895,4.9111140301964324,-11.406017977013835,96.71110503329191,989.9947416967307,576.6811422866461,316.3496996154064,2029.7668915312795
2023-04-26,1.4904173676702244,1.4486786433528416,1.925464883209605,2.690692417455808,4.984025150200841,-9.382904332495194,107.19327601829438,1577.204923741712,576.5023720780814,309.7847955082471,1978.688624590721
2023-04-27,1.4886817791849625,1.4771400084659982,1.9514602504349436,3.246705141268726,4.898583578187303,-7.777040024634355,101.69693157971284,1608.7308256561214,542.3426871589951,260.6790317406416,2030.6512206469795
2023-04-28,1.4302478773039857,1.4005650625391488,1.6219979657634114,2.748905893668124,5.033897589366826,-7.830823799555617,104.81967827052893,1820.3797583179962,474.1986734139136,308.8675196420475,1910.5555799812819
2023-04-29,1.4873890180297367,1.243766634120469,1.9090410565244613,3.1655892777995485,4.976772649720052,-13.7655866531029,92.40816453832495,1342.3381470450072,469.40855916300484,334.452553214091,2048.67105303255
2023-04-30,1.5249856696640756,1.4808972237399831,1.792038693794623,2.8967705915213,5.001054571174103,-15.614573387237854,91.78713615927141,1325.9673684440195,459.3809322654981,239.78954967372965,1868.2901803245022
2023-05-01,1.5645372670162279,1.7412615421612916,1.8784707309253055,2.9656582884603413,5.1140250552671205,2.5158589545285537,109.45497304659395,964.0031028071062,547.4583035119081,313.7876508595125,1917.2268610303418
2023-05-02,1.5190678942764908,1.5784604287898023,1.9725378068422241,3.0443267722200384,4.881976826579963,-12.419921698002765,99.20603618614506,1441.2866326818228,439.4115896255318,296.8128285048707,1975.7085768912723
2023-05-03,1.589207609823296,1.4980739620265606,2.191558322894581,2.7714525985023455,5.041870457829237,-6.503937806640067,102.85034742099361,1680.2223562124343,533.8418827055503,283.0040999395411,2174.1818414959716
2023-05-04,1.519115056683682,1.4737109170791731,2.041520670280125,3.063110134062266,4.998602677152393,-18.038206552615982,96.9360457291348,1377.6464275614562,445.94453260879436,316.02257167823905,2078.4825368548495
2023-05-05,1.5484579113736954,1.5022465892812047,2.061535330680223,3.459100369306323,4.966651371903031,-11.398063599523384,108.98726774013645,1928.6889637087297,541.1773059920987,334.1941180121466,2107.719250426779
2023-05-06,1.6579806926641942,1.554711911517521,1.7808961222308874,2.7665715642501856,5.088525632086596,-10.635996919912214,93.92190019970343,1448.6810328420952,500.86097913652804,315.5046145767551,2141.7077033343144
2023-05-07,1.60845387640766,1.3819187184691155,1.823849182079454,3.3515430429821533,5.0879014154557005,-7.635924650360837,98.64398760099117,1529.3984568577112,566.6819280929914,292.5761609747695,2360.2832135810872
2023-05-08,1.5801389899275213,1.6114321694668872,2.3597450036702625,3.4494292900463353,4.905350920401157,-23.612270704959695,107.85992812703131,1227.3793838836812,557.0727289160635,281.13060351183685,2004.1589067558434
2023-05-09,1.5851215581819034,1.5715381315441244,1.8529597930473507,2.755153503291587,4.981783941614208,-9.169296934608347,111.72967699164266,1557.444069035056,571.7532706001056,302.89255267579085,2142.0400923129855
2023-05-10,1.5599477754760933,1.5718185725707934,2.3312416504114593,2.5634836184728345,5.028121168258407,-15.748707276839465,94.76240708973316,1104.136041029461,573.0409359144556,317.46338584763174,2101.263525440194
2023-05-11,1.4824146039227868,1.5438475738809727,1.9513877602238268,3.0905882700515295,4.972699325197741,-8.37827144402538,119.59683981955882,1638.739591002629,507.1815416994099,292.25893947532546,2099.6032503307524
2023-05-12,1.4858427526630882,1.501961665769399,2.0004575872287007,2.8357777431699382,5.05850213322878,-15.181645984190816,103.13241693693617,1644.8856352470825,442.06034667876975,294.1923401669841,2177.4239618040183
2023-05-13,1.432727566976783,1.567286123596682,2.214073032045986,3.5605809657489007,5.028119201791028,-14.277413479627906,89.57071738191263,1771.858284867302,447.37384725013106,356.440004996768,1958.0686969015524
2023-05-14,1.4564071885085421,1.5591814133741377,2.2543784843877313,3.0104422621499496,5.183256124035601,-11.36813805196634,103.69052048589968,1296.0062562464623,395.65757353420315,321.5730389191945,1950.131497606362
2023-05-15,1.410435976796852,1.4645959289058976,1.9778374879441825,2.759340177589446,4.846972086407021,-15.261647348015977,96.17000785516542,1532.1124236594837,445.8167083285953,323.0025735678727,2031.9765513481861
2023-05-16,1.4879326970477287,1.4426398227103099,1.9223513892956923,2.6558521466964864,4.98775640102526,-12.377672233676774,104.34068487183177,1612.7633118773008,503.4411828852325,270.79428187882377,1981.7300228078113
2023-05-17,1.448770032430917,1.5101856295261986,1.9888159102955574,3.326971487727249,4.9091497488487805,-15.966878842716577,99.57143752339663,1588.456327666062,472.0172909587419,285.8562264141308,2031.8500852998172
2023-05-18,1.4326669566206331,1.6549020151495188,2.0675915056464236,2.828644807774744,5.060410745543904,-19.165852258493636,100.74273690190145,1326.9401449730296,490.99321977950746,301.49363278908476,2156.2748785053013
